essay_id,prompt_id,content_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
115,1,3.0,low,low,low,low,low,low,low,low,low,low
116,1,1.0,medium,medium,low,medium,low,medium,medium,low,medium,low
117,1,4.0,medium,medium,low,medium,medium,low,low,low,medium,low
118,1,5.0,medium,medium,medium,low,medium,medium,medium,medium,medium,low
119,1,4.0,medium,medium,low,low,medium,low,low,low,medium,low
120,1,3.0,low,medium,medium,medium,low,medium,low,medium,low,low
121,1,4.0,low,medium,low,low,low,low,low,low,low,low
122,1,5.0,low,medium,low,low,low,low,low,low,medium,low
123,1,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
124,1,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
125,1,2.0,low,low,low,low,low,low,low,low,low,low
126,1,3.0,low,low,low,low,low,low,low,low,low,low
127,1,4.0,low,medium,low,medium,medium,low,low,low,medium,low
128,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
129,1,4.0,medium,medium,medium,medium,medium,medium,low,low,medium,low
130,1,5.0,medium,medium,medium,high,medium,medium,high,medium,medium,medium
131,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
132,1,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
133,1,4.0,medium,medium,medium,medium,medium,low,low,low,medium,low
134,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
135,1,3.0,medium,medium,medium,medium,medium,medium,medium,low,medium,low
136,1,3.0,low,low,low,low,low,low,low,low,low,low
137,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
138,1,3.0,medium,medium,medium,low,low,low,medium,medium,medium,low
139,1,3.0,medium,medium,low,medium,low,low,low,low,medium,low
140,1,4.0,medium,medium,medium,high,medium,medium,low,medium,medium,medium
141,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
142,1,4.0,low,medium,low,medium,low,low,low,low,low,low
143,1,3.0,low,medium,low,low,low,low,low,low,medium,low
144,1,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,low
145,1,5.0,medium,medium,medium,medium,low,low,low,low,low,low
146,1,2.0,low,low,low,low,low,low,low,low,low,low
147,1,5.0,medium,medium,medium,medium,medium,low,low,medium,medium,low
148,1,4.0,medium,medium,low,medium,low,low,low,low,medium,low
149,1,3.0,low,low,low,low,low,low,low,low,low,low
150,1,4.0,medium,medium,low,medium,low,low,low,low,medium,low
151,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
152,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
153,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
154,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
155,1,4.0,medium,medium,low,medium,low,low,low,low,low,low
156,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
157,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
158,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
159,1,5.0,medium,medium,low,low,medium,low,low,low,medium,low
160,1,4.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
161,1,5.0,medium,medium,medium,medium,low,medium,low,medium,medium,medium
162,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
163,1,3.0,low,low,low,low,low,low,low,low,low,low
164,1,4.0,medium,medium,low,medium,medium,low,low,low,medium,low
165,1,3.0,low,low,low,low,low,low,low,low,medium,low
166,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
167,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
168,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
169,1,3.0,medium,medium,low,medium,medium,medium,medium,medium,low,low
170,1,3.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
171,1,3.0,medium,medium,low,medium,medium,low,low,low,medium,low
172,1,3.0,medium,medium,low,medium,low,low,low,low,low,low
173,1,3.0,low,medium,low,medium,medium,low,low,low,low,low
174,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
175,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
176,1,4.0,medium,medium,low,medium,medium,low,low,low,low,low
177,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
178,1,3.0,low,low,low,low,low,low,low,low,low,low
179,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
180,1,4.0,medium,medium,medium,low,medium,low,low,low,medium,low
181,1,5.0,medium,medium,low,medium,medium,medium,low,medium,medium,medium
182,1,3.0,medium,medium,medium,medium,medium,low,medium,low,medium,low
183,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
184,1,3.0,low,low,low,low,low,low,low,low,low,low
185,1,3.0,low,medium,low,medium,low,low,low,low,medium,low
186,1,4.0,medium,medium,low,medium,medium,low,low,low,medium,low
187,1,2.0,medium,medium,low,medium,medium,medium,medium,low,medium,low
188,1,4.0,medium,medium,medium,medium,medium,medium,medium,low,medium,low
189,1,2.0,low,low,low,low,low,low,low,low,low,low
190,1,6.0,medium,medium,low,medium,low,low,low,low,medium,low
191,1,4.0,medium,medium,low,medium,medium,medium,low,medium,medium,low
192,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
193,1,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
194,1,5.0,low,medium,low,medium,medium,low,low,low,medium,low
195,1,2.0,low,low,low,low,low,low,low,low,low,low
196,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
197,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
198,1,5.0,medium,medium,low,medium,medium,medium,medium,medium,medium,low
199,1,4.0,low,low,low,low,low,low,low,low,low,low
200,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
201,1,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
202,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
203,1,4.0,medium,medium,low,medium,medium,low,medium,medium,medium,low
204,1,4.0,medium,medium,medium,low,medium,low,low,low,medium,low
205,1,5.0,low,medium,low,low,low,low,low,low,low,low
206,1,5.0,medium,medium,medium,low,medium,low,low,low,medium,low
207,1,4.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
208,1,3.0,low,medium,low,medium,low,low,low,low,low,low
209,1,2.0,low,low,low,low,low,low,low,low,low,low
210,1,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,low
211,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
212,1,3.0,medium,medium,low,medium,medium,low,low,low,medium,low
213,1,3.0,medium,medium,medium,medium,low,low,low,low,medium,low
214,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
215,1,5.0,medium,medium,medium,medium,medium,medium,medium,low,medium,low
216,1,4.0,medium,medium,medium,medium,medium,low,low,low,low,low
217,1,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
218,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
219,1,5.0,low,low,low,low,low,low,low,low,medium,low
220,1,4.0,medium,medium,low,medium,medium,medium,medium,low,medium,low
221,1,3.0,low,medium,medium,medium,medium,low,low,low,low,low
222,1,6.0,medium,medium,medium,medium,medium,medium,low,medium,medium,low
223,1,4.0,low,low,low,low,low,low,low,low,low,low
224,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
225,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
226,1,3.0,medium,low,low,low,low,low,low,low,medium,low
227,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
228,1,3.0,low,low,low,low,low,low,low,low,low,low
229,1,4.0,medium,medium,low,medium,low,low,low,low,low,low
230,1,5.0,medium,medium,low,medium,medium,low,low,low,medium,low
231,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
232,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
233,1,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
234,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
235,1,3.0,medium,medium,low,medium,low,low,low,low,low,low
236,1,2.0,low,medium,low,medium,medium,low,low,low,low,low
237,1,3.0,low,low,low,low,low,low,low,low,low,low
238,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
239,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
240,1,3.0,medium,medium,medium,medium,medium,low,low,low,low,low
241,1,3.0,medium,medium,low,medium,low,low,low,low,low,low
242,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
243,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
244,1,3.0,medium,medium,low,medium,medium,low,low,low,low,low
245,1,3.0,medium,medium,medium,medium,medium,medium,low,low,medium,low
246,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
247,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
248,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
249,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
250,1,4.0,low,low,low,low,low,low,low,low,low,low
251,1,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
252,1,3.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
253,1,3.0,low,low,low,low,low,low,low,low,low,low
254,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
255,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
256,1,4.0,low,low,low,low,low,low,low,low,low,low
257,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
258,1,6.0,medium,low,medium,medium,medium,medium,medium,medium,medium,low
259,1,5.0,medium,low,low,low,low,low,low,low,medium,low
260,1,3.0,medium,medium,medium,medium,medium,medium,medium,low,medium,low
261,1,4.0,medium,medium,low,medium,low,medium,medium,low,medium,low
262,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
263,1,5.0,medium,medium,medium,low,medium,medium,medium,medium,medium,low
264,1,5.0,medium,low,medium,medium,low,medium,medium,low,medium,low
265,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
266,1,5.0,medium,low,medium,low,medium,medium,medium,medium,medium,low
267,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
268,1,3.0,low,medium,low,medium,medium,low,low,low,medium,low
269,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
270,1,4.0,medium,medium,low,low,medium,low,low,low,medium,low
271,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
272,1,4.0,medium,medium,low,medium,medium,medium,low,low,medium,medium
273,1,3.0,low,low,low,low,low,low,low,low,low,low
274,1,4.0,low,low,low,low,low,low,low,low,low,low
275,1,5.0,medium,medium,low,medium,low,low,low,low,medium,low
276,1,3.0,low,low,low,low,low,low,low,low,low,low
277,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
278,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
279,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
280,1,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
281,1,2.0,medium,medium,low,medium,low,low,low,low,medium,low
282,1,4.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
283,1,3.0,medium,medium,low,medium,medium,medium,medium,low,low,low
284,1,4.0,medium,medium,medium,medium,medium,low,medium,low,low,low
285,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
286,1,1.0,low,low,low,low,low,low,low,low,low,low
287,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
288,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
289,1,4.0,low,medium,low,medium,low,low,low,low,low,low
290,1,5.0,medium,medium,medium,high,medium,medium,high,medium,medium,medium
291,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
292,1,6.0,medium,high,medium,high,high,medium,high,medium,medium,medium
293,1,3.0,medium,medium,low,medium,medium,low,medium,low,medium,low
294,1,4.0,low,low,low,low,low,low,low,low,low,low
295,1,4.0,medium,medium,medium,medium,medium,low,medium,low,medium,low
296,1,4.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
297,1,4.0,medium,medium,medium,medium,low,low,low,low,medium,low
298,1,4.0,low,medium,low,medium,medium,low,low,low,low,low
299,1,4.0,medium,medium,low,low,low,low,low,low,medium,low
300,1,3.0,low,low,low,low,low,low,low,low,low,low
301,1,5.0,medium,medium,low,low,low,low,low,low,medium,low
302,1,6.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
303,1,4.0,low,medium,low,low,medium,low,low,low,medium,low
304,1,5.0,medium,medium,medium,medium,low,low,low,low,medium,low
305,1,4.0,medium,medium,low,medium,low,medium,medium,low,medium,low
306,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
307,1,4.0,low,medium,low,medium,low,low,low,low,medium,low
308,1,2.0,medium,medium,low,medium,medium,low,low,low,medium,low
309,1,3.0,medium,medium,low,medium,medium,medium,medium,medium,medium,low
310,1,4.0,medium,medium,medium,high,medium,medium,medium,medium,medium,low
311,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
312,1,3.0,medium,medium,low,medium,medium,medium,low,low,low,low
314,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
315,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
316,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
317,1,5.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
318,1,3.0,low,medium,low,medium,medium,low,low,low,low,low
319,1,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,low
320,1,3.0,medium,medium,medium,medium,medium,medium,low,medium,low,low
321,1,5.0,medium,medium,low,medium,medium,medium,low,medium,medium,low
322,1,4.0,medium,medium,low,medium,medium,medium,medium,medium,low,low
323,1,4.0,low,medium,low,medium,low,low,low,low,low,low
324,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
325,1,5.0,low,medium,low,low,low,low,low,low,medium,low
326,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
327,1,3.0,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
328,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
329,1,4.0,low,low,low,low,low,low,low,low,low,low
330,1,4.0,medium,medium,low,medium,medium,low,medium,low,medium,low
331,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
332,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
333,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
334,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
335,1,3.0,low,medium,low,low,low,low,low,low,low,low
336,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
337,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
338,1,3.0,low,low,low,low,low,low,low,low,low,low
339,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
340,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
341,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
342,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
343,1,4.0,low,low,low,low,low,low,low,low,low,low
345,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
346,1,6.0,medium,medium,medium,medium,medium,low,medium,low,medium,low
347,1,4.0,medium,medium,low,medium,medium,low,low,low,low,low
348,1,5.0,low,low,low,low,low,low,low,low,low,low
349,1,3.0,low,low,low,low,low,low,low,low,low,low
350,1,4.0,medium,medium,medium,medium,medium,low,low,low,medium,low
351,1,4.0,medium,medium,medium,medium,medium,low,medium,medium,low,low
352,1,2.0,low,medium,low,low,low,low,low,low,low,low
353,1,2.0,low,low,low,low,low,low,low,low,low,low
354,1,3.0,low,medium,low,low,low,low,low,low,low,low
355,1,3.0,low,medium,low,medium,medium,low,low,low,low,low
356,1,5.0,low,medium,low,low,low,low,low,low,low,low
357,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
358,1,3.0,low,medium,low,medium,medium,low,low,low,low,low
359,1,1.0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
360,1,4.0,low,medium,low,medium,low,low,low,low,medium,low
361,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
362,1,4.0,medium,medium,medium,medium,medium,low,low,low,low,low
363,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
364,1,5.0,medium,medium,medium,low,medium,medium,medium,medium,medium,low
365,1,4.0,medium,medium,medium,medium,medium,low,medium,low,medium,low
366,1,3.0,low,low,low,low,low,low,low,low,low,low
367,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
368,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
369,1,3.0,medium,medium,medium,medium,medium,medium,medium,low,low,low
370,1,6.0,medium,medium,medium,high,medium,medium,medium,medium,medium,low
371,1,4.0,medium,low,low,low,low,low,low,low,low,low
372,1,5.0,medium,medium,medium,medium,low,medium,low,medium,medium,low
373,1,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,low
374,1,4.0,low,medium,low,medium,medium,low,medium,low,low,low
375,1,1.0,low,low,low,low,low,low,low,low,low,low
376,1,4.0,low,medium,medium,medium,medium,medium,low,medium,low,low
377,1,4.0,medium,medium,medium,medium,medium,low,low,low,medium,low
378,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
379,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
380,1,4.0,medium,medium,low,medium,medium,medium,low,low,medium,low
381,1,4.0,low,low,low,low,low,low,low,low,medium,low
382,1,3.0,medium,medium,medium,medium,medium,medium,medium,low,low,low
383,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
384,1,4.0,medium,medium,low,medium,low,low,low,low,medium,low
385,1,6.0,medium,high,low,high,medium,medium,medium,medium,low,medium
386,1,4.0,medium,medium,low,medium,medium,medium,low,low,medium,low
387,1,3.0,low,medium,low,medium,medium,low,low,low,low,low
388,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
389,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
390,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
391,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
392,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,low
393,1,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
394,1,3.0,medium,medium,low,medium,medium,low,low,low,low,low
395,1,3.0,low,medium,low,medium,low,low,low,low,low,low
396,1,2.0,low,low,low,low,low,low,low,low,medium,low
397,1,4.0,medium,medium,medium,medium,medium,low,medium,medium,medium,low
398,1,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
399,1,5.0,medium,medium,medium,high,medium,medium,high,medium,medium,medium
400,1,3.0,low,low,low,low,low,low,low,low,low,low
401,1,2.0,low,low,low,low,low,low,low,low,low,low
402,1,4.0,medium,medium,low,medium,medium,low,low,low,low,low
403,1,4.0,medium,low,medium,medium,low,medium,medium,medium,medium,low
404,1,3.0,medium,medium,low,medium,medium,medium,medium,medium,low,low
405,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
406,1,3.0,low,medium,low,medium,low,low,low,low,low,low
407,1,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
408,1,3.0,low,medium,low,low,low,low,low,low,low,low
409,1,3.0,medium,medium,low,low,low,low,low,low,medium,low
410,1,3.0,low,medium,low,low,low,low,low,low,low,low
411,1,6.0,low,medium,low,medium,medium,low,low,low,medium,low
412,1,5.0,medium,medium,low,medium,low,medium,medium,low,medium,low
